master_project_id,master_project_name,snapshot_id,project_id,project_match_key,budget_year,project_name,agency,agency_group,government_sector,work_category,delivery_status,program_group,location,start_period,start_year,start_disclosed,completion_period,completion_year,completion_disclosed,estimated_total_cost_000,total_cost_disclosed,estimated_expenditure_to_june_000,expenditure_disclosed,annual_allocation_000,allocation_disclosed,source_file,source_page,source_row_top
MASTER-0001,"Heathcote Road, The Avenue to Princes Highway",BUD-0068923BF1-2024-25,BUD-0068923BF1,Transport for NSW|heathcote road the avenue to princes highway planning,2024-25,Heathcote Road - The Avenue to Princes Highway (Planning),Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Connecting Sydney Roads,Various,n.a.,,False,n.a.,,False,,False,4006,True,2500,True,bp3-infrastructure-statement-2024-25.pdf,142,254.602
MASTER-0176,New Richmond Bridge and Traffic Improvements (State and Federal Funded),BUD-E76DF8E081-2024-25,BUD-E76DF8E081,Transport for NSW|new richmond bridge and traffic improvements state and federal funded,2024-25,New Richmond Bridge and Traffic Improvements (State and Federal Funded),Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Connecting Sydney Roads,North Richmond,n.a.,,False,n.a.,,False,,False,29053,True,2023,True,bp3-infrastructure-statement-2024-25.pdf,142,663.682
MASTER-0176,New Richmond Bridge and Traffic Improvements (State and Federal Funded),BUD-E76DF8E081-2025-26,BUD-E76DF8E081,Transport for NSW|new richmond bridge and traffic improvements state and federal funded,2025-26,New Richmond Bridge and Traffic Improvements (State and Federal Funded),Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Connecting Sydney Roads,North Richmond,n.a.,,False,n.a.,,False,,False,39066,True,31006,True,bp3-infrastructure-statement-nsw-budget-2025-26.pdf,154,179.22199999999998
MASTER-0176,New Richmond Bridge and Traffic Improvements (State and Federal Funded),BUD-E76DF8E081-2026-27,BUD-E76DF8E081,Transport for NSW|new richmond bridge and traffic improvements state and federal funded,2026-27,New Richmond Bridge and Traffic Improvements (State and Federal Funded),Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Connecting Sydney Roads,North Richmond,n.a.,,False,n.a.,,False,658000,True,83252,True,125211,True,bp3-infrastructure-statement-nsw-budget-2026-27.pdf,150,589.165
MASTER-0177,Henry Lawson Drive Stage 1B,BUD-E966C277DD-2024-25,BUD-E966C277DD,Transport for NSW|henry lawson drive upgrade stage 1b,2024-25,Henry Lawson Drive Upgrade Stage 1B,Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Urban Roads Fund,Milperra,n.a.,,False,n.a.,,False,,False,6375,True,17700,True,bp3-infrastructure-statement-2024-25.pdf,146,745.548
MASTER-0178,"Safe, Accessible Transport Upgrades",BUD-EB9D9B0E5A-2025-26,BUD-EB9D9B0E5A,Transport for NSW|safe accessible transport upgrades,2025-26,"Safe, Accessible Transport Upgrades",Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Other Major Programs,Various,n.a.,,False,n.a.,,False,,False,,False,3500,True,bp3-infrastructure-statement-nsw-budget-2025-26.pdf,156,273.352
MASTER-0178,"Safe, Accessible Transport Upgrades",BUD-EB9D9B0E5A-2026-27,BUD-EB9D9B0E5A,Transport for NSW|safe accessible transport upgrades,2026-27,"Safe, Accessible Transport Upgrades",Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Other Major Programs,Various,n.a.,,False,n.a.,,False,,False,1300,True,5500,True,bp3-infrastructure-statement-nsw-budget-2026-27.pdf,152,739.665
MASTER-0179,XPT Fleet Upgrade (Planning),BUD-EC1C07423F-2024-25,BUD-EC1C07423F,Transport Asset Manager/Holding Entity NSW|xpt fleet upgrade planning,2024-25,XPT Fleet Upgrade (Planning),Transport Asset Holding Entity of New South Wales,Transport Asset Manager/Holding Entity NSW,public_non_financial_corporation,Major Works,Works in Progress,,Various,n.a.,,False,n.a.,,False,,False,,False,1429,True,bp3-infrastructure-statement-2024-25.pdf,155,325.6719999999999
MASTER-0179,XPT Fleet Upgrade (Planning),BUD-EC1C07423F-2025-26,BUD-EC1C07423F,Transport Asset Manager/Holding Entity NSW|xpt fleet upgrade planning,2025-26,XPT Fleet Upgrade (Planning),Transport Asset Manager New South Wales,Transport Asset Manager/Holding Entity NSW,public_non_financial_corporation,Major Works,Works in Progress,,Various,n.a.,,False,n.a.,,False,,False,,False,2663,True,bp3-infrastructure-statement-nsw-budget-2025-26.pdf,168,340.55199999999996
MASTER-0180,Tangara Fleet Life Extension,BUD-F08503D135-2024-25,BUD-F08503D135,Transport Asset Manager/Holding Entity NSW|tangara fleet life extension,2024-25,Tangara Fleet Life Extension,Transport Asset Holding Entity of New South Wales,Transport Asset Manager/Holding Entity NSW,public_non_financial_corporation,Major Works,Works in Progress,,Various,n.a.,,False,n.a.,,False,,False,,False,89726,True,bp3-infrastructure-statement-2024-25.pdf,155,310.312
MASTER-0180,Tangara Fleet Life Extension,BUD-F08503D135-2025-26,BUD-F08503D135,Transport Asset Manager/Holding Entity NSW|tangara fleet life extension,2025-26,Tangara Fleet Life Extension,Transport Asset Manager New South Wales,Transport Asset Manager/Holding Entity NSW,public_non_financial_corporation,Major Works,Works in Progress,,Various,2024,2024,True,n.a.,,False,447000,True,,False,80933,True,bp3-infrastructure-statement-nsw-budget-2025-26.pdf,168,325.1919999999999
MASTER-0180,Tangara Fleet Life Extension,BUD-F08503D135-2026-27,BUD-F08503D135,Transport Asset Manager/Holding Entity NSW|tangara fleet life extension,2026-27,Tangara Fleet Life Extension,Transport Asset Manager New South Wales (TAM),Transport Asset Manager/Holding Entity NSW,public_non_financial_corporation,Major Works,Works in Progress,,Various,2024,2024,True,n.a.,,False,447390,True,,False,119572,True,bp3-infrastructure-statement-nsw-budget-2026-27.pdf,164,342.1549999999999
MASTER-0181,RegStar Program (Planning and Development),BUD-F1488DCD1A-2025-26,BUD-F1488DCD1A,Transport for NSW|regstar program planning and development,2025-26,RegStar Program (Planning and Development),Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Other Major Programs,Various,n.a.,,False,n.a.,,False,,False,65118,True,53473,True,bp3-infrastructure-statement-nsw-budget-2025-26.pdf,156,168.66199999999992
MASTER-0182,Rural and Regional Ticketing Solution,BUD-F3BA4F7F01-2024-25,BUD-F3BA4F7F01,Transport for NSW|rural and regional ticketing solution,2024-25,Rural and Regional Ticketing Solution,Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Other Major Programs,Various,n.a.,,False,n.a.,,False,,False,32215,True,18485,True,bp3-infrastructure-statement-2024-25.pdf,145,298.312
MASTER-0182,Rural and Regional Ticketing Solution,BUD-F3BA4F7F01-2025-26,BUD-F3BA4F7F01,Transport for NSW|rural and regional ticketing solution,2025-26,Rural and Regional Ticketing Solution,Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Other Major Programs,Various,n.a.,,False,n.a.,,False,,False,48191,True,2609,True,bp3-infrastructure-statement-nsw-budget-2025-26.pdf,156,247.16199999999992
MASTER-0183,M7-M12 Integration(d)(e),BUD-F3D5853ABB-2024-25,BUD-F3D5853ABB,Transport for NSW|m7 m12 integration d,2024-25,M7-M12 Integration(d)(e),Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Sydney Motorways,Various,n.a.,,False,2026,2026,True,,False,70729,True,126974,True,bp3-infrastructure-statement-2024-25.pdf,146,577.28
MASTER-0184,Bus Priority Infrastructure,BUD-F5F966FB94-2024-25,BUD-F5F966FB94,Transport for NSW|bus priority infrastructure,2024-25,Bus Priority Infrastructure,Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Easing Sydney's Congestion,Various,n.a.,,False,n.a.,,False,,False,229833,True,22426,True,bp3-infrastructure-statement-2024-25.pdf,143,376.572
MASTER-0184,Bus Priority Infrastructure,BUD-F5F966FB94-2025-26,BUD-F5F966FB94,Transport for NSW|bus priority infrastructure,2025-26,Bus Priority Infrastructure,Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Easing Sydney's Congestion,Various,n.a.,,False,n.a.,,False,,False,240440,True,17700,True,bp3-infrastructure-statement-nsw-budget-2025-26.pdf,154,553.982
MASTER-0184,Bus Priority Infrastructure,BUD-F5F966FB94-2026-27,BUD-F5F966FB94,Transport for NSW|bus priority infrastructure,2026-27,Bus Priority Infrastructure,Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Easing Sydney's Congestion,Various,n.a.,,False,n.a.,,False,,False,256206,True,17000,True,bp3-infrastructure-statement-nsw-budget-2026-27.pdf,151,308.19499999999994
MASTER-0185,Sydney Gateway,BUD-F7801A4F2A-2024-25,BUD-F7801A4F2A,Transport for NSW|sydney gateway,2024-25,Sydney Gateway,Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Sydney Motorways,Mascot,n.a.,,False,2024,2024,True,2600000,True,2287971,True,58693,True,bp3-infrastructure-statement-2024-25.pdf,146,594.3019999999999
MASTER-0186,Transport Connected Bus Program,BUD-F88C70FC79-2024-25,BUD-F88C70FC79,Transport for NSW|transport connected bus program,2024-25,Transport Connected Bus Program,Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Other Major Programs,Various,n.a.,,False,n.a.,,False,,False,33110,True,10652,True,bp3-infrastructure-statement-2024-25.pdf,145,361.212
MASTER-0187,Heavy Vehicle Rest Stops Improvement Program,BUD-F9D5A88353-2024-25,BUD-F9D5A88353,Transport for NSW|heavy vehicle rest stops improvement program,2024-25,Heavy Vehicle Rest Stops Improvement Program,Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Other Major Programs,Various,n.a.,,False,n.a.,,False,,False,3656,True,5017,True,bp3-infrastructure-statement-2024-25.pdf,144,759.252
MASTER-0187,Heavy Vehicle Rest Stops Improvement Program,BUD-F9D5A88353-2025-26,BUD-F9D5A88353,Transport for NSW|heavy vehicle rest stops improvement program,2025-26,Heavy Vehicle Rest Stops Improvement Program,Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Other Major Programs,Various,n.a.,,False,n.a.,,False,,False,6213,True,4000,True,bp3-infrastructure-statement-nsw-budget-2025-26.pdf,155,677.872
MASTER-0187,Heavy Vehicle Rest Stops Improvement Program,BUD-F9D5A88353-2026-27,BUD-F9D5A88353,Transport for NSW|heavy vehicle rest stops improvement program,2026-27,Heavy Vehicle Rest Stops Improvement Program,Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Other Major Programs,Various,n.a.,,False,n.a.,,False,,False,9031,True,7729,True,bp3-infrastructure-statement-nsw-budget-2026-27.pdf,152,473.0949999999999
MASTER-0188,"Newell Highway, New Dubbo Bridge (State and Federal Funded)",BUD-F9E440143C-2024-25,BUD-F9E440143C,Transport for NSW|newell highway new dubbo bridge state and federal funded,2024-25,"Newell Highway, New Dubbo Bridge (State and Federal Funded)",Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Newell Corridor,Dubbo,n.a.,,False,2027,2027,True,263200,True,136782,True,52074,True,bp3-infrastructure-statement-2024-25.pdf,144,465.872
MASTER-0188,"Newell Highway, New Dubbo Bridge (State and Federal Funded)",BUD-F9E440143C-2025-26,BUD-F9E440143C,Transport for NSW|newell highway new dubbo bridge state and federal funded,2025-26,"Newell Highway, New Dubbo Bridge (State and Federal Funded)",Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Newell Corridor,Dubbo,n.a.,,False,2026,2026,True,263200,True,192756,True,29677,True,bp3-infrastructure-statement-nsw-budget-2025-26.pdf,155,534.3019999999999
MASTER-0188,"Newell Highway, New Dubbo Bridge (State and Federal Funded)",BUD-F9E440143C-2026-27,BUD-F9E440143C,Transport for NSW|newell highway new dubbo bridge state and federal funded,2026-27,"Newell Highway, New Dubbo Bridge (State and Federal Funded)",Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Newell Corridor,Dubbo,n.a.,,False,2026,2026,True,263200,True,227311,True,12653,True,bp3-infrastructure-statement-nsw-budget-2026-27.pdf,152,303.275
MASTER-0189,Golden Highway Dubbo to Newcastle Improvement Program (Planning) (State and Federal Funded),BUD-F9FD0AB531-2024-25,BUD-F9FD0AB531,Transport for NSW|golden highway dubbo to newcastle improvement program planning state and federal funded,2024-25,Golden Highway Dubbo to Newcastle Improvement Program (Planning) (State and Federal Funded),Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Connecting Regional NSW (Roads and Bridges),Dubbo,n.a.,,False,n.a.,,False,,False,,False,1000,True,bp3-infrastructure-statement-2024-25.pdf,141,478.832
MASTER-0189,Golden Highway Dubbo to Newcastle Improvement Program (Planning) (State and Federal Funded),BUD-F9FD0AB531-2025-26,BUD-F9FD0AB531,Transport for NSW|golden highway dubbo to newcastle improvement program planning state and federal funded,2025-26,Golden Highway Dubbo to Newcastle Improvement Program (Planning) (State and Federal Funded),Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Connecting Regional NSW (Roads and Bridges),Various,n.a.,,False,n.a.,,False,,False,390,True,2500,True,bp3-infrastructure-statement-nsw-budget-2025-26.pdf,152,544.142
MASTER-0190,Henry Lawson Drive Upgrade Stage 1B (State and Federal Funded)(c),BUD-FAE850347A-2025-26,BUD-FAE850347A,Transport for NSW|henry lawson drive upgrade stage 1b state and federal funded,2025-26,Henry Lawson Drive Upgrade Stage 1B (State and Federal Funded)(d),Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Urban Roads Fund,Milperra,n.a.,,False,n.a.,,False,,False,13436,True,13000,True,bp3-infrastructure-statement-nsw-budget-2025-26.pdf,157,745.548
MASTER-0190,Henry Lawson Drive Upgrade Stage 1B (State and Federal Funded)(c),BUD-FAE850347A-2026-27,BUD-FAE850347A,Transport for NSW|henry lawson drive upgrade stage 1b state and federal funded,2026-27,Henry Lawson Drive Upgrade Stage 1B (State and Federal Funded)(c),Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Urban Roads Fund,Milperra,n.a.,,False,n.a.,,False,,False,19218,True,44954,True,bp3-infrastructure-statement-nsw-budget-2026-27.pdf,154,573.925
MASTER-0191,Fifteenth Avenue Upgrade (State and Federal Funded)(c),BUD-FB1DC2209F-2025-26,BUD-FB1DC2209F,Transport for NSW|fifteenth avenue upgrade state and federal funded,2025-26,Fifteenth Avenue Upgrade (State and Federal funded)(d),Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Urban Roads Fund,Various,n.a.,,False,n.a.,,False,,False,638,True,15850,True,bp3-infrastructure-statement-nsw-budget-2025-26.pdf,157,719.3919999999999
MASTER-0191,Fifteenth Avenue Upgrade (State and Federal Funded)(c),BUD-FB1DC2209F-2026-27,BUD-FB1DC2209F,Transport for NSW|fifteenth avenue upgrade state and federal funded,2026-27,Fifteenth Avenue Upgrade (State and Federal Funded)(c),Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Urban Roads Fund,Various,n.a.,,False,n.a.,,False,,False,20213,True,82106,True,bp3-infrastructure-statement-nsw-budget-2026-27.pdf,154,547.7649999999999
MASTER-0192,Rouse Hill Hospital Transport Integration (Planning),BUD-FB8997A946-2025-26,BUD-FB8997A946,Transport for NSW|rouse hill hospital transport integration planning,2025-26,Rouse Hill Hospital Transport Integration (Planning),Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Other Major Programs,Rouse Hill,n.a.,,False,n.a.,,False,,False,,False,10000,True,bp3-infrastructure-statement-nsw-budget-2025-26.pdf,156,221.00199999999995
MASTER-0193,New England Highway Corridor - Priority Intersection Upgrades (State and Federal Funded),BUD-FC96C8B06D-2024-25,BUD-FC96C8B06D,Transport for NSW|new england highway corridor priority intersection upgrades state and federal funded,2024-25,New England Highway Corridor - Priority Intersection Upgrades (State and Federal Funded),Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,New England Corridor,Various,n.a.,,False,n.a.,,False,,False,2513,True,1500,True,bp3-infrastructure-statement-2024-25.pdf,144,219.322
MASTER-0194,Mulgoa Road Stage 2 - Glenmore Parkway to Jeanette Street (State and Federal Funded),BUD-FCAAF33041-2024-25,BUD-FCAAF33041,Transport for NSW|mulgoa road stage 2 glenmore parkway to jeanette street state and federal funded,2024-25,Mulgoa Road Stage 2 - Glenmore Parkway to Jeanette Street (State and Federal Funded),Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Connecting Sydney Roads,Jamisontown,n.a.,,False,n.a.,,False,,False,3227,True,30000,True,bp3-infrastructure-statement-2024-25.pdf,142,616.4019999999999
MASTER-0194,Mulgoa Road Stage 2 - Glenmore Parkway to Jeanette Street (State and Federal Funded),BUD-FCAAF33041-2025-26,BUD-FCAAF33041,Transport for NSW|mulgoa road stage 2 glenmore parkway to jeanette street state and federal funded,2025-26,Mulgoa Road Stage 2 - Glenmore Parkway to Jeanette Street (State and Federal Funded),Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Connecting Sydney Roads,Regentville,n.a.,,False,n.a.,,False,,False,27233,True,8082,True,bp3-infrastructure-statement-nsw-budget-2025-26.pdf,154,131.942
MASTER-0194,Mulgoa Road Stage 2 - Glenmore Parkway to Jeanette Street (State and Federal Funded),BUD-FCAAF33041-2026-27,BUD-FCAAF33041,Transport for NSW|mulgoa road stage 2 glenmore parkway to jeanette street state and federal funded,2026-27,Mulgoa Road Stage 2 - Glenmore Parkway to Jeanette Street (State and Federal Funded),Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Connecting Sydney Roads,Regentville,n.a.,,False,2029,2029,True,230000,True,54138,True,63797,True,bp3-infrastructure-statement-nsw-budget-2026-27.pdf,150,541.885
